idPartido;temporada;division;jornada;EquipoLocal;EquipoVisitante;golesLocal;golesVisitante;fecha;timestamp
27;1970-71;1;4;Barcelona;Sabadell;4;1;04/10/1970
28;1970-71;1;4;Sporting de Gij�n;Espanyol;0;1;04/10/1970
29;1970-71;1;4;Granada;Valencia;2;2;04/10/1970
30;1970-71;1;4;Las Palmas;Sevilla;0;0;04/10/1970
31;1970-71;1;4;M�laga;Elche;1;0;04/10/1970
32;1970-71;1;4;Real Sociedad;Real Madrid;0;0;04/10/1970
33;1970-71;1;5;Celta de Vigo;Athletic Club;2;1;11/10/1970
34;1970-71;1;5;Elche;Barcelona;0;1;11/10/1970
35;1970-71;1;5;Espanyol;M�laga;1;1;11/10/1970
36;1970-71;1;5;Real Madrid;Sporting de Gij�n;1;1;11/10/1970
37;1970-71;1;5;Sabadell;Atl�tico de Madrid;0;2;11/10/1970
38;1970-71;1;5;Sevilla;Granada;1;0;11/10/1970
39;1970-71;1;5;Valencia;Real Sociedad;0;0;11/10/1970
40;1970-71;1;5;Zaragoza;Las Palmas;1;1;11/10/1970
41;1970-71;1;6;Athletic Club;Sabadell;1;0;17/10/1970
42;1970-71;1;6;Atl�tico de Madrid;Elche;3;1;17/10/1970
43;1970-71;1;6;Barcelona;Espanyol;3;0;17/10/1970
44;1970-71;1;6;Sporting de Gij�n;Valencia;0;1;17/10/1970
45;1970-71;1;6;Granada;Las Palmas;1;0;18/10/1970
46;1970-71;1;6;M�laga;Real Madrid;0;2;18/10/1970
47;1970-71;1;6;Real Sociedad;Sevilla;1;0;18/10/1970
48;1970-71;1;6;Zaragoza;Celta de Vigo;0;0;18/10/1970
49;1970-71;1;7;Elche;Athletic Club;1;1;25/10/1970
50;1970-71;1;7;Espanyol;Atl�tico de Madrid;0;0;25/10/1970
51;1970-71;1;7;Granada;Real Sociedad;2;0;25/10/1970
52;1970-71;1;7;Las Palmas;Celta de Vigo;1;2;25/10/1970
53;1970-71;1;7;Real Madrid;Barcelona;0;1;25/10/1970
54;1970-71;1;7;Sabadell;Zaragoza;2;1;25/10/1970
55;1970-71;1;7;Sevilla;Sporting de Gij�n;1;1;25/10/1970
56;1970-71;1;7;Valencia;M�laga;1;0;25/10/1970
57;1970-71;1;8;Barcelona;Valencia;0;2;31/10/1970
58;1970-71;1;8;Athletic Club;Espanyol;2;0;01/11/1970
59;1970-71;1;8;Atl�tico de Madrid;Real Madrid;2;2;01/11/1970
60;1970-71;1;8;Celta de Vigo;Sabadell;1;0;01/11/1970
61;1970-71;1;8;Sporting de Gij�n;Granada;3;2;01/11/1970
62;1970-71;1;8;Las Palmas;Real Sociedad;4;2;01/11/1970
63;1970-71;1;8;M�laga;Sevilla;1;1;01/11/1970
64;1970-71;1;8;Zaragoza;Elche;1;1;01/11/1970
65;1970-71;1;9;Elche;Celta de Vigo;1;1;15/11/1970
66;1970-71;1;9;Espanyol;Zaragoza;0;0;15/11/1970
67;1970-71;1;9;Granada;M�laga;1;1;15/11/1970
68;1970-71;1;9;Real Sociedad;Sporting de Gij�n;3;1;15/11/1970
69;1970-71;1;9;Real Madrid;Athletic Club;1;2;15/11/1970
70;1970-71;1;9;Sabadell;Las Palmas;0;0;15/11/1970
71;1970-71;1;9;Sevilla;Barcelona;0;1;15/11/1970
72;1970-71;1;9;Valencia;Atl�tico de Madrid;1;0;15/11/1970
73;1970-71;1;10;Athletic Club;Valencia;0;0;22/11/1970
74;1970-71;1;10;Atl�tico de Madrid;Sevilla;4;1;22/11/1970
75;1970-71;1;10;Barcelona;Granada;2;1;22/11/1970
76;1970-71;1;10;Celta de Vigo;Espanyol;1;0;22/11/1970
77;1970-71;1;10;Las Palmas;Sporting de Gij�n;1;2;22/11/1970
78;1970-71;1;10;M�laga;Real Sociedad;0;0;22/11/1970
79;1970-71;1;10;Sabadell;Elche;1;0;22/11/1970
80;1970-71;1;10;Zaragoza;Real Madrid;0;5;22/11/1970
81;1970-71;1;11;Espanyol;Sabadell;3;1;29/11/1970
82;1970-71;1;11;Sporting de Gij�n;M�laga;3;0;29/11/1970
83;1970-71;1;11;Granada;Atl�tico de Madrid;0;0;29/11/1970
84;1970-71;1;11;Las Palmas;Elche;2;2;29/11/1970
85;1970-71;1;11;Real Sociedad;Barcelona;1;0;29/11/1970
86;1970-71;1;11;Real Madrid;Celta de Vigo;4;0;29/11/1970
87;1970-71;1;11;Sevilla;Athletic Club;3;2;29/11/1970
88;1970-71;1;11;Valencia;Zaragoza;2;0;29/11/1970
89;1970-71;1;12;Athletic Club;Granada;3;0;06/12/1970
90;1970-71;1;12;Atl�tico de Madrid;Real Sociedad;1;0;06/12/1970
91;1970-71;1;12;Barcelona;Sporting de Gij�n;2;0;06/12/1970
92;1970-71;1;12;Celta de Vigo;Valencia;1;0;06/12/1970
93;1970-71;1;12;Elche;Espanyol;1;1;06/12/1970
94;1970-71;1;12;M�laga;Las Palmas;1;1;06/12/1970
95;1970-71;1;12;Sabadell;Real Madrid;1;1;06/12/1970
96;1970-71;1;12;Zaragoza;Sevilla;4;1;06/12/1970
97;1970-71;1;13;Espanyol;Las Palmas;2;1;13/12/1970
98;1970-71;1;13;Sporting de Gij�n;Atl�tico de Madrid;1;1;13/12/1970
99;1970-71;1;13;Granada;Zaragoza;3;0;13/12/1970
100;1970-71;1;13;M�laga;Barcelona;0;1;13/12/1970
101;1970-71;1;13;Real Sociedad;Athletic Club;2;1;13/12/1970
102;1970-71;1;13;Real Madrid;Elche;1;1;13/12/1970
103;1970-71;1;13;Sevilla;Celta de Vigo;2;1;13/12/1970
104;1970-71;1;13;Valencia;Sabadell;2;1;13/12/1970
105;1970-71;1;14;Athletic Club;Sporting de Gij�n;3;0;20/12/1970
106;1970-71;1;14;Atl�tico de Madrid;M�laga;2;1;20/12/1970
107;1970-71;1;14;Celta de Vigo;Granada;2;0;20/12/1970
108;1970-71;1;14;Elche;Valencia;1;3;20/12/1970
109;1970-71;1;14;Espanyol;Real Madrid;0;1;20/12/1970
110;1970-71;1;14;Las Palmas;Barcelona;3;2;20/12/1970
111;1970-71;1;14;Sabadell;Sevilla;2;1;20/12/1970
112;1970-71;1;14;Zaragoza;Real Sociedad;1;0;20/12/1970
113;1970-71;1;15;Barcelona;Atl�tico de Madrid;2;0;27/12/1970
114;1970-71;1;15;Sporting de Gij�n;Zaragoza;1;1;27/12/1970
115;1970-71;1;15;Granada;Sabadell;3;1;27/12/1970
116;1970-71;1;15;M�laga;Athletic Club;3;3;27/12/1970
117;1970-71;1;15;Real Sociedad;Celta de Vigo;1;3;27/12/1970
118;1970-71;1;15;Real Madrid;Las Palmas;4;2;27/12/1970
119;1970-71;1;15;Sevilla;Elche;2;1;27/12/1970
120;1970-71;1;15;Valencia;Espanyol;2;1;27/12/1970
121;1970-71;1;16;Atl�tico de Madrid;Las Palmas;2;1;03/01/1971
122;1970-71;1;16;Barcelona;Athletic Club;0;1;03/01/1971
123;1970-71;1;16;Sporting de Gij�n;Celta de Vigo;4;0;03/01/1971
124;1970-71;1;16;Granada;Elche;3;1;03/01/1971
125;1970-71;1;16;M�laga;Zaragoza;1;0;03/01/1971
126;1970-71;1;16;Real Sociedad;Sabadell;2;0;03/01/1971
127;1970-71;1;16;Sevilla;Espanyol;1;0;03/01/1971
128;1970-71;1;16;Valencia;Real Madrid;1;0;03/01/1971
129;1970-71;1;17;Athletic Club;Atl�tico de Madrid;1;0;10/01/1971
130;1970-71;1;17;Celta de Vigo;M�laga;0;0;10/01/1971
131;1970-71;1;17;Elche;Real Sociedad;1;2;10/01/1971
132;1970-71;1;17;Espanyol;Granada;1;0;10/01/1971
133;1970-71;1;17;Las Palmas;Valencia;0;0;10/01/1971
134;1970-71;1;17;Real Madrid;Sevilla;4;0;10/01/1971
135;1970-71;1;17;Sabadell;Sporting de Gij�n;2;1;10/01/1971
136;1970-71;1;17;Zaragoza;Barcelona;1;2;10/01/1971
137;1970-71;1;18;Athletic Club;Las Palmas;1;0;17/01/1971
138;1970-71;1;18;Atl�tico de Madrid;Zaragoza;3;0;17/01/1971
139;1970-71;1;18;Barcelona;Celta de Vigo;2;1;17/01/1971
140;1970-71;1;18;Sporting de Gij�n;Elche;3;1;17/01/1971
141;1970-71;1;18;Granada;Real Madrid;2;0;17/01/1971
142;1970-71;1;18;M�laga;Sabadell;1;0;17/01/1971
143;1970-71;1;18;Real Sociedad;Espanyol;1;0;17/01/1971
144;1970-71;1;18;Sevilla;Valencia;2;2;17/01/1971
145;1970-71;1;19;Celta de Vigo;Atl�tico de Madrid;3;2;24/01/1971
146;1970-71;1;19;Elche;M�laga;1;1;24/01/1971
147;1970-71;1;19;Espanyol;Sporting de Gij�n;2;0;24/01/1971
148;1970-71;1;19;Real Madrid;Real Sociedad;1;0;24/01/1971
149;1970-71;1;19;Sabadell;Barcelona;2;1;24/01/1971
150;1970-71;1;19;Sevilla;Las Palmas;3;1;24/01/1971
151;1970-71;1;19;Valencia;Granada;2;1;24/01/1971
152;1970-71;1;19;Zaragoza;Athletic Club;1;2;24/01/1971
153;1970-71;1;20;Athletic Club;Celta de Vigo;2;0;31/01/1971
154;1970-71;1;20;Atl�tico de Madrid;Sabadell;4;1;31/01/1971
155;1970-71;1;20;Barcelona;Elche;0;0;31/01/1971
156;1970-71;1;20;Sporting de Gij�n;Real Madrid;0;1;31/01/1971
157;1970-71;1;20;Granada;Sevilla;0;0;31/01/1971
158;1970-71;1;20;Las Palmas;Zaragoza;4;0;31/01/1971
159;1970-71;1;20;M�laga;Espanyol;0;0;31/01/1971
160;1970-71;1;20;Real Sociedad;Valencia;0;0;31/01/1971
161;1970-71;1;21;Celta de Vigo;Zaragoza;2;0;07/02/1971
162;1970-71;1;21;Elche;Atl�tico de Madrid;0;4;07/02/1971
163;1970-71;1;21;Espanyol;Barcelona;0;1;07/02/1971
164;1970-71;1;21;Las Palmas;Granada;2;0;07/02/1971
165;1970-71;1;21;Real Madrid;M�laga;2;2;07/02/1971
166;1970-71;1;21;Sabadell;Athletic Club;1;0;07/02/1971
167;1970-71;1;21;Sevilla;Real Sociedad;1;0;07/02/1971
168;1970-71;1;21;Valencia;Sporting de Gij�n;1;0;07/02/1971
169;1970-71;1;22;Athletic Club;Elche;2;0;14/02/1971
170;1970-71;1;22;Atl�tico de Madrid;Espanyol;3;0;14/02/1971
171;1970-71;1;22;Barcelona;Real Madrid;0;1;14/02/1971
172;1970-71;1;22;Celta de Vigo;Las Palmas;1;0;14/02/1971
173;1970-71;1;22;Sporting de Gij�n;Sevilla;4;0;14/02/1971
174;1970-71;1;22;M�laga;Valencia;0;1;14/02/1971
175;1970-71;1;22;Real Sociedad;Granada;1;1;14/02/1971
176;1970-71;1;22;Zaragoza;Sabadell;3;1;14/02/1971
177;1970-71;1;23;Elche;Zaragoza;2;1;28/02/1971
178;1970-71;1;23;Espanyol;Athletic Club;1;0;28/02/1971
179;1970-71;1;23;Granada;Sporting de Gij�n;3;0;28/02/1971
180;1970-71;1;23;Real Sociedad;Las Palmas;1;0;28/02/1971
181;1970-71;1;23;Real Madrid;Atl�tico de Madrid;1;0;28/02/1971
182;1970-71;1;23;Sabadell;Celta de Vigo;3;2;28/02/1971
183;1970-71;1;23;Sevilla;M�laga;1;0;28/02/1971
184;1970-71;1;23;Valencia;Barcelona;1;1;28/02/1971
185;1970-71;1;24;Atl�tico de Madrid;Valencia;3;0;06/03/1971
186;1970-71;1;24;Athletic Club;Real Madrid;0;1;07/03/1971
187;1970-71;1;24;Barcelona;Sevilla;5;2;07/03/1971
188;1970-71;1;24;Celta de Vigo;Elche;3;0;07/03/1971
189;1970-71;1;24;Sporting de Gij�n;Real Sociedad;2;0;07/03/1971
190;1970-71;1;24;Las Palmas;Sabadell;5;0;07/03/1971
191;1970-71;1;24;M�laga;Granada;1;0;07/03/1971
192;1970-71;1;24;Zaragoza;Espanyol;2;2;07/03/1971
193;1970-71;1;25;Elche;Sabadell;0;0;14/03/1971
194;1970-71;1;25;Espanyol;Celta de Vigo;0;1;14/03/1971
195;1970-71;1;25;Sporting de Gij�n;Las Palmas;2;0;14/03/1971
196;1970-71;1;25;Granada;Barcelona;0;2;14/03/1971
197;1970-71;1;25;Real Sociedad;M�laga;1;2;14/03/1971
198;1970-71;1;25;Real Madrid;Zaragoza;2;1;14/03/1971
199;1970-71;1;25;Sevilla;Atl�tico de Madrid;1;1;14/03/1971
200;1970-71;1;25;Valencia;Athletic Club;4;0;14/03/1971
201;1970-71;1;26;Atl�tico de Madrid;Granada;3;0;20/03/1971
202;1970-71;1;26;Athletic Club;Sevilla;1;0;21/03/1971
203;1970-71;1;26;Barcelona;Real Sociedad;4;0;21/03/1971
204;1970-71;1;26;Celta de Vigo;Real Madrid;2;0;21/03/1971
205;1970-71;1;26;Elche;Las Palmas;2;0;21/03/1971
206;1970-71;1;26;M�laga;Sporting de Gij�n;3;0;21/03/1971
207;1970-71;1;26;Sabadell;Espanyol;0;0;21/03/1971
208;1970-71;1;26;Zaragoza;Valencia;0;2;21/03/1971
209;1970-71;1;27;Espanyol;Elche;2;0;28/03/1971
210;1970-71;1;27;Sporting de Gij�n;Barcelona;0;2;28/03/1971
211;1970-71;1;27;Granada;Athletic Club;2;2;28/03/1971
212;1970-71;1;27;Las Palmas;M�laga;1;2;28/03/1971
213;1970-71;1;27;Real Sociedad;Atl�tico de Madrid;0;1;28/03/1971
214;1970-71;1;27;Real Madrid;Sabadell;3;1;28/03/1971
215;1970-71;1;27;Sevilla;Zaragoza;4;2;28/03/1971
216;1970-71;1;27;Valencia;Celta de Vigo;2;1;28/03/1971
217;1970-71;1;28;Athletic Club;Real Sociedad;1;1;04/04/1971
218;1970-71;1;28;Atl�tico de Madrid;Sporting de Gij�n;2;0;04/04/1971
219;1970-71;1;28;Barcelona;M�laga;1;0;04/04/1971
220;1970-71;1;28;Celta de Vigo;Sevilla;2;0;04/04/1971
221;1970-71;1;28;Elche;Real Madrid;0;1;04/04/1971
222;1970-71;1;28;Las Palmas;Espanyol;0;0;04/04/1971
223;1970-71;1;28;Sabadell;Valencia;0;1;04/04/1971
224;1970-71;1;28;Zaragoza;Granada;0;0;04/04/1971
225;1970-71;1;29;M�laga;Atl�tico de Madrid;0;0;10/04/1971
226;1970-71;1;29;Real Madrid;Espanyol;1;0;10/04/1971
227;1970-71;1;29;Sporting de Gij�n;Athletic Club;3;1;11/04/1971
228;1970-71;1;29;Granada;Celta de Vigo;1;0;11/04/1971
229;1970-71;1;29;Real Sociedad;Zaragoza;2;0;11/04/1971
230;1970-71;1;29;Sevilla;Sabadell;1;0;11/04/1971
231;1970-71;1;29;Valencia;Elche;3;0;11/04/1971
232;1970-71;1;29;Barcelona;Las Palmas;2;0;12/04/1971
233;1970-71;1;30;Athletic Club;M�laga;2;1;18/04/1971
234;1970-71;1;30;Atl�tico de Madrid;Barcelona;1;1;18/04/1971
235;1970-71;1;30;Celta de Vigo;Real Sociedad;0;0;18/04/1971
236;1970-71;1;30;Elche;Sevilla;1;0;18/04/1971
237;1970-71;1;30;Espanyol;Valencia;1;0;18/04/1971
238;1970-71;1;30;Las Palmas;Real Madrid;0;0;18/04/1971
239;1970-71;1;30;Sabadell;Granada;0;1;18/04/1971
240;1970-71;1;30;Zaragoza;Sporting de Gij�n;0;0;18/04/1971
241;1971-72;1;1;Athletic Club;Las Palmas;1;2;04/09/1971
242;1971-72;1;1;Valencia;Espanyol;1;1;04/09/1971
243;1971-72;1;1;Barcelona;Real Sociedad;3;0;05/09/1971
244;1971-72;1;1;Celta de Vigo;Atl�tico de Madrid;2;1;05/09/1971
245;1971-72;1;1;Deportivo de La Coru�a;C�rdoba;3;2;05/09/1971
246;1971-72;1;1;Granada;M�laga;2;0;05/09/1971
247;1971-72;1;1;Real Madrid;Betis;2;0;05/09/1971
248;1971-72;1;1;Sabadell;Sporting de Gij�n;0;2;05/09/1971
249;1971-72;1;1;Sevilla;Burgos CF;2;0;05/09/1971
250;1971-72;1;2;Atl�tico de Madrid;Sabadell;5;0;11/09/1971
251;1971-72;1;2;Sporting de Gij�n;Athletic Club;3;2;11/09/1971
252;1971-72;1;2;Las Palmas;Valencia;1;1;11/09/1971
253;1971-72;1;2;M�laga;Deportivo de La Coru�a;2;0;11/09/1971
254;1971-72;1;2;Betis;Celta de Vigo;1;1;12/09/1971
255;1971-72;1;2;Burgos CF;Real Madrid;1;2;12/09/1971
256;1971-72;1;2;C�rdoba;Sevilla;1;1;12/09/1971
257;1971-72;1;2;Espanyol;Barcelona;3;0;12/09/1971
258;1971-72;1;2;Real Sociedad;Granada;3;1;12/09/1971
259;1971-72;1;3;Valencia;Sporting de Gij�n;1;0;18/09/1971
260;1971-72;1;3;Athletic Club;Atl�tico de Madrid;0;1;19/09/1971
261;1971-72;1;3;Barcelona;Las Palmas;1;2;19/09/1971
262;1971-72;1;3;Burgos CF;C�rdoba;1;0;19/09/1971
263;1971-72;1;3;Deportivo de La Coru�a;Real Sociedad;1;0;19/09/1971
264;1971-72;1;3;Granada;Espanyol;0;0;19/09/1971
265;1971-72;1;3;Real Madrid;Celta de Vigo;3;0;19/09/1971
266;1971-72;1;3;Sabadell;Betis;2;1;19/09/1971
267;1971-72;1;3;Sevilla;M�laga;1;2;19/09/1971
268;1971-72;1;4;Las Palmas;Granada;2;2;25/09/1971
269;1971-72;1;4;Atl�tico de Madrid;Valencia;0;1;26/09/1971
270;1971-72;1;4;Betis;Athletic Club;1;0;26/09/1971
271;1971-72;1;4;Celta de Vigo;Sabadell;0;1;26/09/1971
272;1971-72;1;4;C�rdoba;Real Madrid;2;2;26/09/1971
273;1971-72;1;4;Espanyol;Deportivo de La Coru�a;2;0;26/09/1971
274;1971-72;1;4;Sporting de Gij�n;Barcelona;1;0;26/09/1971
275;1971-72;1;4;M�laga;Burgos CF;4;1;26/09/1971
276;1971-72;1;4;Real Sociedad;Sevilla;1;1;26/09/1971
277;1971-72;1;5;Athletic Club;Celta de Vigo;4;0;03/10/1971
278;1971-72;1;5;Barcelona;Atl�tico de Madrid;0;0;03/10/1971
279;1971-72;1;5;Burgos CF;Real Sociedad;3;1;03/10/1971
280;1971-72;1;5;C�rdoba;M�laga;0;0;03/10/1971
281;1971-72;1;5;Deportivo de La Coru�a;Las Palmas;1;0;03/10/1971
282;1971-72;1;5;Granada;Sporting de Gij�n;1;0;03/10/1971
283;1971-72;1;5;Real Madrid;Sabadell;2;0;03/10/1971
284;1971-72;1;5;Sevilla;Espanyol;1;0;03/10/1971
285;1971-72;1;5;Valencia;Betis;2;0;03/10/1971
286;1971-72;1;6;Las Palmas;Sevilla;1;1;09/10/1971
287;1971-72;1;6;Atl�tico de Madrid;Granada;1;0;10/10/1971
288;1971-72;1;6;Betis;Barcelona;0;0;10/10/1971
289;1971-72;1;6;Celta de Vigo;Valencia;1;3;10/10/1971
290;1971-72;1;6;Espanyol;Burgos CF;1;1;10/10/1971
291;1971-72;1;6;Sporting de Gij�n;Deportivo de La Coru�a;2;0;10/10/1971
292;1971-72;1;6;M�laga;Real Madrid;1;1;10/10/1971
293;1971-72;1;6;Real Sociedad;C�rdoba;2;1;10/10/1971
294;1971-72;1;6;Sabadell;Athletic Club;0;0;10/10/1971
295;1971-72;1;7;Barcelona;Celta de Vigo;1;0;16/10/1971
296;1971-72;1;7;Real Madrid;Athletic Club;1;0;16/10/1971
297;1971-72;1;7;Burgos CF;Las Palmas;1;0;17/10/1971
298;1971-72;1;7;C�rdoba;Espanyol;3;1;17/10/1971
299;1971-72;1;7;Deportivo de La Coru�a;Atl�tico de Madrid;1;1;17/10/1971
300;1971-72;1;7;Granada;Betis;0;0;17/10/1971
301;1971-72;1;7;M�laga;Real Sociedad;1;1;17/10/1971
302;1971-72;1;7;Sevilla;Sporting de Gij�n;3;1;17/10/1971
303;1971-72;1;7;Valencia;Sabadell;3;1;17/10/1971
304;1971-72;1;8;Athletic Club;Valencia;1;1;31/10/1971
305;1971-72;1;8;Atl�tico de Madrid;Sevilla;0;2;31/10/1971
306;1971-72;1;8;Betis;Deportivo de La Coru�a;2;0;31/10/1971
307;1971-72;1;8;Celta de Vigo;Granada;0;0;31/10/1971
308;1971-72;1;8;Espanyol;M�laga;4;1;31/10/1971
309;1971-72;1;8;Sporting de Gij�n;Burgos CF;0;0;31/10/1971
310;1971-72;1;8;Las Palmas;C�rdoba;3;0;31/10/1971
311;1971-72;1;8;Real Sociedad;Real Madrid;0;2;31/10/1971
312;1971-72;1;8;Sabadell;Barcelona;0;0;31/10/1971
313;1971-72;1;9;Barcelona;Athletic Club;0;1;14/11/1971
314;1971-72;1;9;Burgos CF;Atl�tico de Madrid;0;0;14/11/1971
315;1971-72;1;9;C�rdoba;Sporting de Gij�n;0;1;14/11/1971
316;1971-72;1;9;Deportivo de La Coru�a;Celta de Vigo;0;1;14/11/1971
317;1971-72;1;9;Granada;Sabadell;3;1;14/11/1971
318;1971-72;1;9;M�laga;Las Palmas;0;0;14/11/1971
319;1971-72;1;9;Real Sociedad;Espanyol;4;1;14/11/1971
320;1971-72;1;9;Real Madrid;Valencia;1;1;14/11/1971
321;1971-72;1;9;Sevilla;Betis;3;1;14/11/1971
322;1971-72;1;10;Las Palmas;Real Sociedad;0;0;20/11/1971
323;1971-72;1;10;Athletic Club;Granada;1;0;21/11/1971
324;1971-72;1;10;Atl�tico de Madrid;C�rdoba;2;2;21/11/1971
325;1971-72;1;10;Betis;Burgos CF;2;0;21/11/1971
326;1971-72;1;10;Celta de Vigo;Sevilla;4;1;21/11/1971
327;1971-72;1;10;Espanyol;Real Madrid;0;0;21/11/1971
328;1971-72;1;10;Sporting de Gij�n;M�laga;1;2;21/11/1971
329;1971-72;1;10;Sabadell;Deportivo de La Coru�a;4;1;21/11/1971
330;1971-72;1;10;Valencia;Barcelona;1;0;21/11/1971
331;1971-72;1;11;Burgos CF;Celta de Vigo;3;2;28/11/1971
332;1971-72;1;11;C�rdoba;Betis;3;1;28/11/1971
333;1971-72;1;11;Deportivo de La Coru�a;Athletic Club;1;0;28/11/1971
334;1971-72;1;11;Espanyol;Las Palmas;4;0;28/11/1971
335;1971-72;1;11;Granada;Valencia;1;0;28/11/1971
336;1971-72;1;11;M�laga;Atl�tico de Madrid;0;0;28/11/1971
337;1971-72;1;11;Real Sociedad;Sporting de Gij�n;3;1;28/11/1971
338;1971-72;1;11;Real Madrid;Barcelona;1;1;28/11/1971
339;1971-72;1;11;Sevilla;Sabadell;1;1;28/11/1971
340;1971-72;1;12;Las Palmas;Real Madrid;2;0;04/12/1971
341;1971-72;1;12;Athletic Club;Sevilla;2;0;05/12/1971
342;1971-72;1;12;Atl�tico de Madrid;Real Sociedad;5;0;05/12/1971
343;1971-72;1;12;Barcelona;Granada;2;0;05/12/1971
344;1971-72;1;12;Betis;M�laga;0;0;05/12/1971
345;1971-72;1;12;Celta de Vigo;C�rdoba;2;0;05/12/1971
346;1971-72;1;12;Sporting de Gij�n;Espanyol;4;0;05/12/1971
347;1971-72;1;12;Sabadell;Burgos CF;2;1;05/12/1971
348;1971-72;1;12;Valencia;Deportivo de La Coru�a;1;1;05/12/1971
349;1971-72;1;13;Las Palmas;Sporting de Gij�n;5;1;11/12/1971
350;1971-72;1;13;Burgos CF;Athletic Club;1;0;12/12/1971
351;1971-72;1;13;C�rdoba;Sabadell;4;1;12/12/1971
352;1971-72;1;13;Deportivo de La Coru�a;Barcelona;0;2;12/12/1971
353;1971-72;1;13;Espanyol;Atl�tico de Madrid;1;2;12/12/1971
354;1971-72;1;13;M�laga;Celta de Vigo;1;1;12/12/1971
355;1971-72;1;13;Real Sociedad;Betis;6;0;12/12/1971
356;1971-72;1;13;Real Madrid;Granada;4;2;12/12/1971
357;1971-72;1;13;Sevilla;Valencia;2;0;12/12/1971
358;1971-72;1;14;Athletic Club;C�rdoba;5;0;19/12/1971
359;1971-72;1;14;Atl�tico de Madrid;Las Palmas;2;0;19/12/1971
360;1971-72;1;14;Barcelona;Sevilla;1;0;19/12/1971
361;1971-72;1;14;Betis;Espanyol;0;1;19/12/1971
362;1971-72;1;14;Celta de Vigo;Real Sociedad;0;1;19/12/1971
363;1971-72;1;14;Sporting de Gij�n;Real Madrid;1;1;19/12/1971
364;1971-72;1;14;Granada;Deportivo de La Coru�a;2;2;19/12/1971
365;1971-72;1;14;Sabadell;M�laga;1;1;19/12/1971
366;1971-72;1;14;Valencia;Burgos CF;2;0;19/12/1971
367;1971-72;1;15;Las Palmas;Betis;2;0;01/01/1972
368;1971-72;1;15;Burgos CF;Barcelona;2;3;02/01/1972
369;1971-72;1;15;C�rdoba;Valencia;0;4;02/01/1972
370;1971-72;1;15;Espanyol;Celta de Vigo;1;0;02/01/1972
371;1971-72;1;15;Sporting de Gij�n;Atl�tico de Madrid;1;2;02/01/1972
372;1971-72;1;15;M�laga;Athletic Club;1;0;02/01/1972
373;1971-72;1;15;Real Sociedad;Sabadell;2;0;02/01/1972
374;1971-72;1;15;Real Madrid;Deportivo de La Coru�a;1;0;02/01/1972
375;1971-72;1;15;Sevilla;Granada;2;1;02/01/1972
376;1971-72;1;16;Athletic Club;Real Sociedad;1;2;06/01/1972
377;1971-72;1;16;Barcelona;C�rdoba;4;1;06/01/1972
378;1971-72;1;16;Betis;Sporting de Gij�n;2;1;06/01/1972
379;1971-72;1;16;Celta de Vigo;Las Palmas;2;0;06/01/1972
380;1971-72;1;16;Deportivo de La Coru�a;Sevilla;1;0;06/01/1972
381;1971-72;1;16;Granada;Burgos CF;2;1;06/01/1972
382;1971-72;1;16;Real Madrid;Atl�tico de Madrid;1;0;06/01/1972
383;1971-72;1;16;Sabadell;Espanyol;0;2;06/01/1972
384;1971-72;1;16;Valencia;M�laga;3;0;06/01/1972
385;1971-72;1;17;Las Palmas;Sabadell;0;0;15/01/1972
